Date,High,Low,Open,Close,Volume,Monthly_Return,MA5,MA10,MA20,Volatility_3
2019-09-30,48.79600143432617,47.22200012207031,48.59999847412109,-1.4308337963763063,-1.5468843506970738,,,,,
2019-10-31,68.16799926757812,44.85599899291992,52.78904359237008,-1.3885260737156055,0.29446849626259963,0.784662407349056,,,,
2019-11-30,72.23999786376953,61.85200119018555,67.76139965057374,-1.3799445548684401,-0.2876254612208864,-0.3291420723367492,,,,-1.1567386661272683
2019-12-31,87.06199645996094,65.44999694824219,74.93923804873512,-1.3294438181205936,0.12117458903198719,0.6151467531866731,,,,-1.1260612843214737
2020-01-31,130.60000610351562,84.34200286865234,104.60904766264416,-1.196755848013047,1.7804314590995352,1.847006959999544,-1.5058433266470148,,,-0.7150955066334301
2020-02-29,193.79800415039065,122.3040008544922,158.95084180329977,-1.1868030820490323,2.3223701708398377,-0.41884429073842466,-1.4516727197032528,,,-0.8132983365907221
2020-03-31,161.39599609375,70.10199737548828,112.78509140014648,-1.2690703244392805,1.8941486942056318,-1.4580374105267455,-1.4251556050070182,,,-1.0409954678001814
2020-04-30,173.96400451660156,89.27999877929688,133.05895233154297,-1.1217331825054118,1.5670245878958,1.5767499419365796,-1.3678371367181121,,,-0.8513216310044204
2020-05-31,168.6580047607422,136.60800170898438,159.81199951171874,-1.0913836278581104,0.665229876438282,-0.24232963938246604,-1.3149918830736413,,,-0.7122881044751171
2020-06-30,217.5379943847656,170.82000732421875,191.638728055087,-0.9515138937325758,0.5248635194333747,0.7235904970011328,-1.2605524017646175,-1.7053500103182027,,-0.7401697114972919
2020-07-31,358.9979858398437,216.1000061035156,292.98800243030894,-0.7510021529166432,1.5434462831794555,0.8600657304984715,-1.1638121168261557,-1.6123102760909567,,-0.2138144402294377
2020-08-31,500.1400146484375,273.0,354.51228405180433,-0.14490194777575705,0.9866714786627845,2.645879141429714,-0.9142661388179255,-1.442111581650662,,1.4175544403468214
2020-09-30,502.489990234375,329.8800048828125,414.2828587123326,-0.34289977913390696,1.2833177244366387,-1.1301139966040126,-0.7413785648704571,-1.3001847218989213,,0.6906060177359281
2020-10-31,465.8999938964844,379.1099853515625,430.4904577081854,-0.4599387587642585,-0.2133216340569824,-0.9431951054575632,-0.6012087018077923,-1.1811868488077737,,-0.29146647661201924
2020-11-30,607.7999877929688,392.2999877929688,464.2730010986328,0.05301009890676285,-0.2979972623222702,1.4506673317441072,-0.3782217121542435,-1.010147603038125,,0.42677528052908936
