Date,High,Low,Open,Close,Volume,Monthly_Return,MA5,MA10,MA20,Volatility_3
2020-12-31,718.719970703125,541.2100219726562,631.5040949041194,0.4474346118017223,0.3880405405704384,0.5094626769282906,-0.11218943376879906,-0.7864906989166219,,1.6470999407121152
2021-01-31,900.4000244140625,717.1900024414062,827.1773681640625,0.698424357298255,-0.4255124483915919,0.00024548082042775445,0.0750144512972109,-0.5172252358516597,,0.7974072839356415
2021-02-28,880.5,619.0,797.5726350483142,0.3612480384538675,-0.7286758901350379,-1.1715093079852446,0.231323114171915,-0.31426884217765033,,-0.187046341468853
2021-03-31,721.1099853515625,539.489990234375,660.3921721085259,0.3396228027540174,-0.03294262865105772,-0.581726233900137,0.4088119814882624,-0.11842556353283665,,-0.016415890069964342
2021-04-30,780.7899780273438,659.4199829101562,709.2828601655506,0.45820442449338084,-0.47053855404579764,-0.26716525478711833,0.49875812866774555,0.0745042874454893,-1.4847524127472544,-0.921348061560791
2021-05-31,706.0,546.97998046875,618.7179931640625,0.21761310681230484,-0.5590216971577902,-1.04274502367379,0.4477417209654381,0.2070660874155774,-1.2846419893026157,-0.5467431708563779
2021-06-30,697.6199951171875,571.219970703125,626.2563643022017,0.3732462109825409,-0.7335440970722521,-0.1600006668267199,0.37555778461410744,0.27797830141002544,-1.0707746228608852,-0.535509262547551
2021-07-31,700.0,620.4600219726562,659.5228562127976,0.3946714567983518,-0.8520526028751384,-0.4863515986843704,0.382977206644024,0.37892010431813095,-0.8553481139091162,-0.7018663622867592
2021-08-31,740.3900146484375,648.8400268554688,704.4336381392045,0.5332783951652519,-0.9633529788423782,-0.23089484153540912,0.42596540592823945,0.5148488462655871,-0.6292261016445115,-0.7658618149069311
2021-09-30,799.0,708.8499755859375,751.8128603980655,0.6468607928809261,-0.9486846866593495,-0.30192141484592133,0.46784386375897613,0.5961214837922044,-0.4054233780231105,-0.5074011949090927
2021-10-31,1115.2099609375,763.5900268554688,869.8604794456845,1.6139107438182771,-0.7186000614240807,1.3382887013500708,0.7777978409838024,0.7557619335261182,-0.06543546057337504,2.5573581282924245
2021-11-30,1243.489990234375,978.5999755859376,1117.7666655040923,1.7017828465549782,-0.5193337064264958,-0.4152608809366001,1.072710045352738,0.893078588426186,0.2952062348852785,2.5016885955842474
2021-12-31,1172.8399658203125,886.1199951171875,1024.4331803755326,1.450450485433217,-0.7499029968142672,-0.8632427439662231,1.3070747684053639,1.0421435917421686,0.6074521203747969,-0.4992393226484831
2022-01-31,1208.0,792.010009765625,1019.3100006103516,1.1074749830289834,-0.5366488374153404,-1.020857346932849,1.4345365010621005,1.1472295545182352,0.8743788420474098,0.6202649745786933
2022-02-28,947.77001953125,700.0,878.3684210526316,0.9181044397809112,-0.8267513574815257,-0.8371429082341891,1.4947479093789489,1.2101701010566475,1.1013379971621775,0.433522101580454
2022-03-31,1114.77001953125,756.0399780273438,909.7599964971128,1.509926814381903,-0.6398569800255024,0.4869769852389273,1.4716652716647003,1.3870323066442232,1.3757996447585974,0.6458794433596117
2022-04-30,1152.8699951171875,974.6400146484376,1065.1857212611608,1.2194862309233176,-1.3199391883415468,-0.9382618701284635,1.364603746775457,1.502846195722808,1.5414272398326083,0.6045248398911336
